IP,Latitude,Longitude,PostCode,City,State,Country,Size,Cluster,subCluster
58.160.60.1,-33.7253,150.7926,2770.0,Willmot,NSW,AU,14488,2,17.0
58.160.64.1,-34.7994,138.6871,5127.0,Wynn Vale,SA,AU,8594,5,1.0
58.160.65.1,-34.7995,138.7115,5126.0,Surrey Downs,SA,AU,4751,5,1.0
58.160.66.1,-34.8116,138.7069,5097.0,Redwood Park,SA,AU,9714,5,1.0
58.160.68.1,-34.8102,138.7357,5091.0,Banksia Park,SA,AU,5732,5,1.0
58.160.74.1,-34.7657,138.7138,5125.0,Greenwith,SA,AU,19436,5,1.0
58.160.128.1,-34.9026,138.5791,5007.0,Bowden,SA,AU,17248,5,5.0
58.160.129.1,-34.9006,138.5702,5008.0,Adelaide,SA,AU,19274,5,5.0
58.160.131.1,-34.9014,138.575,5007.0,Hindmarsh,SA,AU,7028,5,5.0
58.160.133.1,-34.8917,138.5773,5008.0,Renown Park,SA,AU,10731,5,5.0
58.160.136.1,-34.861999999999995,138.6766,5075.0,Adelaide,SA,AU,12358,5,1.0
58.160.145.1,-34.8977,138.5542,5009.0,Allenby Gardens,SA,AU,3017,5,5.0
58.160.163.1,-34.8944,138.5782,5007.0,Brompton,SA,AU,17531,5,5.0
58.160.170.1,-34.7825,138.6108,5107.0,Parafield Gardens,SA,AU,3269,5,1.0
58.160.193.1,-34.9203,138.4944,5022.0,Henley Beach,SA,AU,13952,5,5.0
58.160.194.1,-35.0333,138.5667,5047.0,Darlington,SA,AU,9545,5,3.0
58.160.196.1,-34.9808,138.515,5045.0,Glenelg,SA,AU,19332,5,3.0
58.160.198.1,-34.9259,138.4955,5022.0,Henley Beach South,SA,AU,12490,5,5.0
58.160.199.1,-34.9885,138.5398,5043.0,Morphettville,SA,AU,16729,5,3.0
58.160.201.1,-34.9754,138.5798,5039.0,Edwardstown,SA,AU,15628,5,0.0
58.160.224.1,-27.4255,153.001,4051.0,Alderley,QLD,AU,18485,7,4.0
58.160.234.1,-27.4029,153.0297,4031.0,Kedron,QLD,AU,9118,7,4.0
58.160.240.1,-27.3827,152.9919,4053.0,McDowall,QLD,AU,8086,7,4.0
58.161.0.1,-37.7976,145.0538,3102.0,Kew East,VIC,AU,14022,3,13.0
58.161.3.1,-37.8167,145.05,3123.0,Hawthorn,VIC,AU,11381,3,11.0
58.161.4.1,-37.8,145.0667,3102.0,Kew East,VIC,AU,7967,3,11.0
58.161.10.1,-37.769,145.0431,3079.0,Ivanhoe,VIC,AU,8700,3,13.0
58.161.11.1,-37.7667,145.05,3079.0,Ivanhoe East,VIC,AU,6394,3,13.0
58.161.12.1,-37.7464,145.0771,3084.0,Viewbank,VIC,AU,2720,3,13.0
58.161.13.1,-37.7909,145.0939,3104.0,Balwyn North,VIC,AU,2740,3,11.0
58.161.18.1,-37.7251,145.0935,3085.0,Yallambie,VIC,AU,1771,3,13.0
58.161.21.1,-37.8333,144.9667,3205.0,Melbourne,VIC,AU,18029,3,6.0
58.161.23.1,-37.75,145.0667,3084.0,Rosanna,VIC,AU,7608,3,13.0
58.161.26.1,-37.5782,145.3074,3761.0,Saint Andrews,VIC,AU,5192,3,8.0
58.161.28.1,-37.9167,145.2,3170.0,Mulgrave,VIC,AU,3307,3,8.0
58.161.33.1,-37.7883,145.1237,3108.0,Doncaster,VIC,AU,6727,3,11.0
58.161.34.1,-37.8667,145.0667,3146.0,Glen Iris,VIC,AU,7702,3,15.0
58.161.35.1,-37.85,145.0167,3143.0,Armadale,VIC,AU,6283,3,9.0
58.161.50.1,-37.9023,145.0173,3187.0,Brighton East,VIC,AU,14064,3,15.0
58.161.56.1,-37.7167,145.1167,3088.0,Greensborough,VIC,AU,11701,3,13.0
58.161.76.1,-37.7667,145.0833,3105.0,Bulleen,VIC,AU,1459,3,11.0
58.161.80.1,-37.7667,145.1167,3107.0,Templestowe Lower,VIC,AU,8624,3,11.0
58.161.82.1,-37.9,145.1167,3166.0,Oakleigh East,VIC,AU,9033,3,15.0
58.161.91.1,-37.9167,145.1167,3168.0,Clayton,VIC,AU,8771,3,15.0
58.161.93.1,-37.9333,145.1167,3169.0,Clayton South,VIC,AU,17556,3,15.0
58.161.95.1,-37.8771,145.1294,3149.0,Mount Waverley,VIC,AU,12560,3,15.0
58.161.108.1,-37.8833,145.05,3145.0,East Malvern,VIC,AU,11101,3,15.0
58.161.113.1,-37.9827,145.1342,3172.0,Dingley,VIC,AU,2210,3,14.0
58.161.116.1,-37.3507,144.743,3434.0,Romsey,VIC,AU,4361,3,12.0
58.161.128.1,-37.7984,144.9783,3065.0,Fitzroy,VIC,AU,18878,3,0.0
58.161.131.1,-37.8895,145.0581,3163.0,Carnegie,VIC,AU,5105,3,15.0
58.161.132.1,-37.8333,145.0833,3126.0,Canterbury,VIC,AU,11925,3,11.0
58.161.135.1,-37.8667,145.0,3183.0,Balaclava,VIC,AU,18036,3,9.0
58.161.136.1,-37.8117,145.08100000000002,3103.0,Balwyn,VIC,AU,3410,3,11.0
58.161.138.1,-37.872,145.0216,3161.0,Caulfield South,VIC,AU,12505,3,15.0
58.161.141.1,-37.8167,145.1,3127.0,Surrey Hills,VIC,AU,14685,3,11.0
58.161.144.1,-37.9181,145.0354,3204.0,Bentleigh,VIC,AU,5973,3,15.0
58.161.156.1,-37.9,145.0833,3166.0,Oakleigh,VIC,AU,13487,3,15.0
58.161.163.1,-37.9,145.0667,3163.0,Murrumbeena,VIC,AU,15801,3,15.0
58.161.193.1,-37.977,145.2587,3802.0,Endeavour Hills,VIC,AU,7800,3,14.0
58.161.195.1,-37.8891,145.174,3150.0,Glen Waverley,VIC,AU,1335,3,15.0
58.161.198.1,-37.9833,145.2,3175.0,Dandenong,VIC,AU,7797,3,14.0
58.161.199.1,-38.05,145.3667,3807.0,Beaconsfield,VIC,AU,9042,3,14.0
58.161.208.1,-31.7747,115.7627,6027.0,Beldon,WA,AU,1816,1,1.0
58.161.216.1,-32.0054,115.7638,6912.0,Mosman Park,WA,AU,5371,1,0.0
58.161.234.1,-37.7167,145.0,3073.0,Reservoir,VIC,AU,9855,3,13.0
58.161.239.1,-37.7204,145.0698,3085.0,Macleod,VIC,AU,4622,3,13.0
58.162.20.1,-35.3516,149.1592,2609.0,Symonston,ACT,AU,11057,2,16.0
58.162.32.1,-19.2451,146.7945,4810.0,Townsville,QLD,AU,9478,6,0.0
58.162.40.1,-32.95,151.6667,2285.0,Cardiff,NSW,AU,2539,2,7.0
58.162.42.1,-33.9522,150.8995,2170.0,Prestons,NSW,AU,18466,2,4.0
58.162.45.1,-33.7588,150.9929,2153.0,Baulkham Hills,NSW,AU,4704,2,21.0
58.162.46.1,-29.75,116.4333,6616.0,Latham,WA,AU,17713,1,2.0
58.162.47.1,-33.8786,151.1969,2007.0,Ultimo,NSW,AU,11846,2,1.0
58.162.48.1,-37.8,144.9667,3053.0,Carlton,VIC,AU,4691,3,0.0
58.162.49.1,-37.7984,144.9449,3051.0,Melbourne,VIC,AU,3544,3,3.0
58.162.64.1,-36.4681,145.586,3630.0,Shepparton,VIC,AU,10770,3,2.0
58.162.67.1,-36.1218,146.8881,3690.0,Wodonga,VIC,AU,11314,3,2.0
58.162.69.1,-43.0339,147.2463,7054.0,Margate,TAS,AU,16567,3,5.0
58.162.80.1,-23.1268,150.7441,4703.0,Yeppoon,QLD,AU,14014,0,1.0
58.162.84.1,-12.5144,130.9688,830.0,Moulden,NT,AU,6646,4,0.0
58.162.85.1,-36.7333,144.25,3556.0,Eaglehawk,VIC,AU,16524,3,12.0
58.162.89.1,-33.8234,151.194,,Saint Leonards,VIC,AU,14309,2,0.0
58.162.130.1,-28.6867,153.5239,2479.0,Bangalow,NSW,AU,18837,7,6.0
58.162.131.1,-37.7667,145.25,3134.0,Warrandyte South,VIC,AU,8753,3,8.0
58.162.141.1,-33.9393,151.0993,2208.0,Kingsgrove,NSW,AU,1113,2,6.0
58.162.143.1,-38.1392,145.2684,3977.0,Cranbourne,VIC,AU,1543,3,14.0
58.162.144.1,-37.75,145.35,3140.0,Lilydale,VIC,AU,3563,3,8.0
58.162.146.1,-20.2768,148.6976,4802.0,Cannonvale,QLD,AU,9291,6,0.0
58.162.147.1,-34.9259,138.528,5032.0,Lockleys,SA,AU,18673,5,5.0
58.162.148.1,-27.5507,152.959,4073.0,Sinnamon Park,QLD,AU,2354,7,8.0
58.162.177.1,-33.9032,151.1518,2204.0,Sydney,NSW,AU,14958,2,1.0
58.162.178.1,-31.8274,146.0639,2835.0,Cobar,NSW,AU,8370,2,8.0
58.162.180.1,-33.8928,151.2041,2016.0,Redfern,NSW,AU,2094,2,12.0
58.162.181.1,-30.0246,148.1157,2832.0,Come-by-Chance,NSW,AU,17145,2,8.0
58.162.182.1,-33.9167,151.2,1445.0,Rosebery,NSW,AU,13241,2,12.0
58.162.186.1,-37.8333,145.0,3121.0,Richmond,VIC,AU,16291,3,9.0
58.162.187.1,-37.9167,144.8,3030.0,Point Cook,VIC,AU,1173,3,10.0
58.162.188.1,-33.7024,151.0993,1630.0,Hornsby,NSW,AU,14474,2,15.0
58.162.189.1,-37.8898,145.2496,3180.0,Knoxfield,VIC,AU,10460,3,8.0
58.162.191.1,-33.029,137.5392,5608.0,Whyalla,SA,AU,15736,5,2.0
58.162.194.1,-37.7167,144.8333,3036.0,Keilor,VIC,AU,19516,3,3.0
58.162.195.1,-38.1446,145.1229,3199.0,Frankston,VIC,AU,9407,3,14.0
58.162.197.1,-37.7725,144.9724,3057.0,Brunswick East,VIC,AU,14309,3,13.0
58.162.198.1,-37.7667,144.9667,3056.0,Brunswick,VIC,AU,4175,3,3.0
58.162.201.1,-37.6874,144.8868,3043.0,Tullamarine,VIC,AU,4393,3,3.0
58.162.206.1,-37.7247,144.8813,3042.0,Airport West,VIC,AU,6693,3,3.0
58.162.207.1,-37.6727,144.4383,3340.0,Bacchus Marsh,VIC,AU,1628,3,12.0
58.162.209.1,-30.2963,153.1135,2450.0,Coffs Harbour,NSW,AU,12338,7,9.0
58.162.210.1,-33.6398,150.8025,2756.0,Windsor,NSW,AU,2717,2,17.0
58.162.212.1,-33.4244,151.344,2250.0,Gosford,NSW,AU,16855,2,15.0
58.162.214.1,-34.6521,150.8596,2533.0,Kiama,NSW,AU,19303,2,9.0
58.162.215.1,-33.6466,150.7352,2753.0,Londonderry,NSW,AU,12004,2,17.0
58.162.216.1,-34.5175,150.7501,2530.0,Dapto,NSW,AU,15766,2,9.0
58.162.217.1,-33.4833,151.4167,2251.0,Kincumber,NSW,AU,4229,2,15.0
58.162.218.1,-30.6411,151.5007,2358.0,Uralla,NSW,AU,13038,7,9.0
58.162.219.1,-33.3833,151.4667,2261.0,Bateau Bay,NSW,AU,5374,2,3.0
58.162.221.1,-33.4482,151.4467,2260.0,Terrigal,NSW,AU,3576,2,15.0
58.162.240.1,-32.5243,115.7631,6210.0,Greenfields,WA,AU,9898,1,4.0
58.162.241.1,-28.7668,114.6581,6530.0,Woorree,WA,AU,13369,1,2.0
58.162.242.1,-28.7857,114.6019,6530.0,Geraldton,WA,AU,4699,1,2.0
58.162.243.1,-31.7445,115.7683,6027.0,Joondalup,WA,AU,12194,1,1.0
58.162.244.1,-31.9853,115.8052,6009.0,Nedlands,WA,AU,4567,1,0.0
58.162.248.1,-12.3912,130.8905,812.0,Darwin,NT,AU,11083,4,0.0
58.162.249.1,-12.4572,130.8366,800.0,Darwin,NT,AU,15186,4,0.0
58.162.250.1,-12.3807,130.8854,810.0,Wagaman,NT,AU,15451,4,0.0
58.162.252.1,-35.167,149.0947,2913.0,Ngunnawal,ACT,AU,12663,2,11.0
58.162.253.1,-35.1867,149.1362,2912.0,Gungahlin,ACT,AU,6278,2,11.0
58.162.254.1,-42.8747,147.3281,7000.0,Hobart,TAS,AU,3055,3,5.0
58.163.64.1,-29.4628,149.8416,2400.0,Moree,NSW,AU,15086,7,9.0
58.163.88.1,-28.0278,153.4334,4218.0,Broadbeach,QLD,AU,6057,7,2.0
58.163.91.1,-27.5656,152.9334,4074.0,Sumner,QLD,AU,9531,7,8.0
58.163.92.1,-33.931999999999995,151.2121,2018.0,Rosebery,NSW,AU,5581,2,12.0
58.163.93.1,-31.6361,116.1887,6084.0,Bullsbrook East,WA,AU,10548,1,2.0
58.163.94.1,-33.9566,151.2096,2019.0,Botany,NSW,AU,8571,2,12.0
58.163.95.1,-37.8825,145.0229,3162.0,Caulfield,VIC,AU,2379,3,15.0
58.163.128.1,-28.1756,153.542,2485.0,Tweed Heads,NSW,AU,9535,7,6.0
58.163.129.1,-33.7999,151.2231,2068.0,Sydney,NSW,AU,19281,2,13.0
58.163.130.1,-33.6167,151.0333,2159.0,Galston,NSW,AU,12510,2,21.0
58.163.132.1,-33.7912,151.1298,2113.0,Sydney,NSW,AU,11745,2,19.0
58.163.133.1,-28.5524,153.4996,2482.0,Mullumbimby,NSW,AU,17751,7,6.0
58.163.135.1,-33.9569,151.0319,2211.0,Padstow,NSW,AU,18992,2,6.0
58.163.136.1,-33.7333,151.0,2154.0,Castle Hill,NSW,AU,12086,2,21.0
58.163.140.1,-33.9022,151.2004,2015.0,Sydney,NSW,AU,9452,2,12.0
58.163.142.1,-32.7,151.5333,2320.0,Bolwarra,NSW,AU,14349,2,5.0
58.163.144.1,-33.879,151.251,2023.0,Bellevue Hill,NSW,AU,4797,2,12.0
58.163.147.1,-33.881,151.0799,2135.0,Strathfield,NSW,AU,8028,2,18.0
58.163.148.1,-33.8833,151.2333,2021.0,Paddington,NSW,AU,14088,2,12.0
58.163.151.1,-32.9511,151.6446,2285.0,Macquarie Hills,NSW,AU,6814,2,7.0
58.163.152.1,-34.9,138.6,5006.0,Adelaide,SA,AU,11578,5,5.0
58.163.153.1,-34.9322,138.5593,5033.0,Hilton,SA,AU,11781,5,5.0
58.163.157.1,-35.0833,138.5333,5159.0,Happy Valley,SA,AU,3784,5,3.0
58.163.158.1,-42.8351,147.2949,7009.0,Moonah,TAS,AU,12899,3,5.0
58.163.159.1,-41.4598,147.0841,7250.0,Launceston,TAS,AU,4757,3,1.0
58.163.160.1,-37.7167,144.9667,3060.0,Fawkner,VIC,AU,15491,3,3.0
58.164.2.1,-33.839,151.2396,2088.0,Mosman,NSW,AU,6744,2,10.0
58.164.4.1,-33.7667,151.2083,2087.0,Forestville,NSW,AU,18572,2,13.0
58.164.5.1,-33.8668,151.204,,Sydney,NSW,AU,2404,2,10.0
58.164.11.1,-33.8424,151.2226,2089.0,Kurraba Point,NSW,AU,10346,2,10.0
58.164.12.1,-33.4,151.35,2250.0,Narara,NSW,AU,9542,2,15.0
58.164.13.1,-33.8333,151.225,2090.0,Cremorne,NSW,AU,15659,2,13.0
58.164.15.1,-33.8344,151.2268,2090.0,Sydney,NSW,AU,5679,2,13.0
58.164.19.1,-32.948,151.7433,2291.0,Merewether,NSW,AU,17796,2,7.0
58.164.27.1,-33.8833,151.2,2045.0,Sydney,NSW,AU,5827,2,14.0
58.164.29.1,-33.6359,151.329,2107.0,Sydney,NSW,AU,15588,2,15.0
58.164.30.1,-33.6333,151.3333,2107.0,Avalon Beach,NSW,AU,14207,2,15.0
58.164.31.1,-33.8667,151.2167,1335.0,Potts Point,NSW,AU,2460,2,10.0
58.164.34.1,-33.7395,151.2103,2085.0,Davidson,NSW,AU,1179,2,13.0
58.164.37.1,-33.7666,151.2498,2100.0,Sydney,NSW,AU,17021,2,13.0
58.164.43.1,-34.5713,150.7757,2527.0,Albion Park,NSW,AU,11171,2,9.0
58.164.45.1,-32.9896,151.6364,2282.0,Eleebana,NSW,AU,12449,2,7.0
58.164.47.1,-33.6999,150.9411,2155.0,Kellyville,NSW,AU,5977,2,21.0
58.164.49.1,-34.2885,146.0509,2680.0,Griffith,NSW,AU,4604,3,2.0
58.164.50.1,-33.9112,150.8807,2168.0,Busby,NSW,AU,7624,2,4.0
58.164.51.1,-32.75,151.5833,2323.0,Maitland,NSW,AU,15029,2,7.0
58.164.54.1,-31.8448,152.7389,2427.0,Harrington,NSW,AU,9059,2,5.0
58.164.56.1,-33.4447,149.1853,2798.0,Millthorpe,NSW,AU,9282,2,8.0
58.164.57.1,-33.9188,150.8631,2168.0,Hinchinbrook,NSW,AU,10262,2,4.0
58.164.58.1,-34.0333,150.7333,2567.0,Narellan,NSW,AU,14911,2,20.0
58.164.59.1,-33.45,150.8833,2756.0,Lower Portland,NSW,AU,15713,2,21.0
58.164.60.1,-27.4919,153.1532,4154.0,Wakerley,QLD,AU,13125,7,5.0
58.164.61.1,-33.7328,150.791,2760.0,Ropes Crossing,NSW,AU,2108,2,17.0
58.164.62.1,-33.0605,151.5841,2283.0,Toronto,NSW,AU,10012,2,3.0
58.164.63.1,-33.7023,150.9109,2769.0,The Ponds,NSW,AU,2198,2,21.0
58.164.64.1,-33.4,151.4167,2250.0,Holgate,NSW,AU,8985,2,15.0
58.164.66.1,-33.9167,150.85,2171.0,West Hoxton,NSW,AU,8780,2,4.0
58.164.69.1,-33.4682,151.4339,2251.0,Avoca Beach,NSW,AU,18544,2,15.0
58.164.70.1,-33.7949,151.2572,2093.0,Balgowlah,NSW,AU,6334,2,13.0
58.164.74.1,-33.926,151.1935,2020.0,Mascot,NSW,AU,18709,2,12.0
58.164.79.1,-32.9167,151.7,2299.0,New Lambton,NSW,AU,19227,2,7.0
58.164.80.1,-33.8978,151.1196,2193.0,Ashbury,NSW,AU,3507,2,1.0
58.164.83.1,-33.0762,151.4541,2265.0,Cooranbong,NSW,AU,8849,2,3.0
58.164.88.1,-33.7893,150.8816,2148.0,Arndell Park,NSW,AU,14783,2,4.0
58.164.97.1,-37.7944,145.2389,3134.0,Warranwood,VIC,AU,5176,3,8.0
58.164.102.1,-38.0997,145.1725,3201.0,Carrum Downs,VIC,AU,11523,3,14.0
58.164.103.1,-37.7494,144.753,3023.0,Caroline Springs,VIC,AU,17756,3,3.0
58.164.104.1,-37.9,144.6667,3030.0,Werribee,VIC,AU,11889,3,10.0
58.164.106.1,-37.8626,145.0794,3147.0,Ashburton,VIC,AU,11614,3,15.0
58.164.108.1,-37.75,145.1167,3106.0,Templestowe,VIC,AU,5613,3,11.0
58.164.110.1,-37.9333,145.2333,3178.0,Rowville,VIC,AU,1593,3,8.0
58.164.111.1,-37.7667,145.0,3070.0,Northcote,VIC,AU,13187,3,13.0
58.164.112.1,-37.9056,145.0028,3186.0,Brighton,VIC,AU,14581,3,15.0
58.164.113.1,-37.7833,144.8833,3032.0,Maribyrnong,VIC,AU,4810,3,3.0
58.164.115.1,-38.1706,144.3114,3216.0,Highton,VIC,AU,6421,3,10.0
58.164.116.1,-37.8833,145.4,3793.0,Monbulk,VIC,AU,8000,3,8.0
58.164.118.1,-37.5849,141.403,3311.0,Casterton,VIC,AU,10189,5,4.0
58.164.119.1,-37.4162,144.9786,3756.0,Wallan,VIC,AU,10194,3,12.0
58.164.122.1,-38.2,144.3667,3216.0,Marshalltown,VIC,AU,5977,3,10.0
58.164.127.1,-38.35,144.9,3939.0,Rosebud,VIC,AU,9847,3,10.0
58.164.128.1,-21.1839,149.0342,4751.0,Walkerston,QLD,AU,16920,6,0.0
58.164.136.1,-27.2833,152.9833,4501.0,Lawnton,QLD,AU,9704,7,7.0
58.164.148.1,-27.9667,151.2167,4357.0,Clontarf,QLD,AU,17212,7,10.0
58.164.160.1,-27.2534,153.0783,4019.0,Clontarf,QLD,AU,3756,7,7.0
58.164.201.1,-27.6167,152.7667,4305.0,Ipswich,QLD,AU,13193,7,8.0
58.164.202.1,-27.9139,153.3978,4216.0,Runaway Bay,QLD,AU,8692,7,2.0
58.164.207.1,-25.285,152.873,4655.0,Hervey Bay,QLD,AU,2796,0,0.0
58.164.208.1,-34.5833,150.3167,2577.0,Sutton Forest,NSW,AU,5454,2,9.0
58.164.224.1,-32.241,115.7976,6167.0,Calista,WA,AU,8110,1,5.0
58.164.242.1,-33.8833,151.2167,2010.0,Surry Hills,NSW,AU,14378,2,12.0
58.164.247.1,-33.7833,150.9333,1730.0,Seven Hills,NSW,AU,17850,2,4.0
58.164.248.1,-33.6821,150.9154,2155.0,Rouse Hill,NSW,AU,18067,2,21.0
58.164.251.1,-33.7501,150.9354,2147.0,Blacktown,NSW,AU,9737,2,21.0
58.164.252.1,-33.8778,151.2435,2028.0,Double Bay,NSW,AU,6082,2,12.0
58.164.254.1,-33.3581,151.4971,2261.0,Toowoon Bay,NSW,AU,15595,2,3.0
58.164.255.1,-34.0667,150.8167,2560.0,Campbelltown,NSW,AU,3668,2,20.0
58.165.4.1,-27.6068,153.0937,4112.0,Kuraby,QLD,AU,16723,7,5.0
58.165.5.1,-27.3392,152.9599,4037.0,Eatons Hill,QLD,AU,4837,7,7.0
58.165.8.1,-26.4,153.0667,4566.0,Noosaville,QLD,AU,18436,7,3.0
58.165.10.1,-26.7552,152.9293,4553.0,Mooloolah Valley,QLD,AU,19024,7,3.0
58.165.15.1,-27.6039,152.6209,4306.0,Mount Marrow,QLD,AU,1197,7,10.0
58.165.17.1,-27.5278,152.9619,4069.0,Fig Tree Pocket,QLD,AU,15278,7,1.0
58.165.18.1,-27.3335,152.8187,4520.0,Cedar Creek,QLD,AU,7371,7,7.0
58.165.19.1,-26.391,153.0343,4565.0,Tewantin,QLD,AU,14426,7,3.0
58.165.20.1,-27.5157,153.0164,4104.0,Yeronga,QLD,AU,8824,7,1.0
58.165.21.1,-27.5333,153.0833,4122.0,Mount Gravatt,QLD,AU,4453,7,5.0
58.165.22.1,-27.2143,153.0468,4022.0,Rothwell,QLD,AU,1034,7,7.0
58.165.25.1,-27.9894,153.3363,4211.0,Nerang,QLD,AU,2306,7,2.0
58.165.30.1,-26.943,152.5654,4515.0,Kilcoy,QLD,AU,10010,7,7.0
58.165.31.1,-26.76,152.8493,4552.0,Maleny,QLD,AU,14206,7,3.0
58.165.34.1,-27.6333,153.2333,4165.0,Redland Bay,QLD,AU,15728,7,5.0
58.165.36.1,-27.9,152.9667,4285.0,Woodhill,QLD,AU,9724,7,2.0
58.165.39.1,-27.5082,153.0495,4120.0,Greenslopes,QLD,AU,3619,7,1.0
58.165.47.1,-26.5796,151.5673,4610.0,Kingaroy,QLD,AU,12229,7,10.0
58.165.48.1,-27.6667,153.2167,4130.0,Cornubia,QLD,AU,10550,7,5.0
58.165.49.1,-27.75,153.1333,4207.0,Buccan,QLD,AU,14813,7,5.0
58.165.50.1,-28.0531,153.3981,4226.0,Merrimac,QLD,AU,1755,7,2.0
58.165.54.1,-27.2073,153.1013,4020.0,Redcliffe,QLD,AU,11720,7,7.0
58.165.62.1,-27.5378,152.8619,4070.0,Anstead,QLD,AU,8685,7,8.0
58.165.66.1,-25.3605,152.9081,4655.0,Booral,QLD,AU,9684,0,0.0
58.165.70.1,-27.4982,153.0004,4067.0,Brisbane,QLD,AU,13900,7,1.0
58.165.72.1,-27.3727,152.8866,4520.0,Samford,QLD,AU,11298,7,7.0
58.165.74.1,-27.8312,153.0274,4280.0,Jimboomba,QLD,AU,3767,7,2.0
58.165.75.1,-26.6172,153.0367,4560.0,Nambour,QLD,AU,10162,7,3.0
58.165.77.1,-27.4419,152.9386,4061.0,The Gap,QLD,AU,11490,7,4.0
58.165.79.1,-27.9193,153.1994,4271.0,Eagle Heights,QLD,AU,17331,7,2.0
58.165.81.1,-27.5587,152.2762,4343.0,Gatton,QLD,AU,10530,7,10.0
58.165.83.1,-27.5999,152.7713,4305.0,Tivoli,QLD,AU,11177,7,8.0
58.165.85.1,-27.5,153.0,4067.0,Saint Lucia,QLD,AU,14836,7,1.0
58.165.99.1,-27.5833,153.1,4113.0,Eight Mile Plains,QLD,AU,12150,7,5.0
58.165.101.1,-27.2925,152.9678,4500.0,Bray Park,QLD,AU,5229,7,7.0
58.165.103.1,-25.4155,152.9131,4655.0,River Heads,QLD,AU,6864,0,0.0
58.165.106.1,-27.9669,153.1638,4275.0,Wonglepong,QLD,AU,16881,7,2.0
58.165.107.1,-27.7167,153.0333,4125.0,Park Ridge,QLD,AU,15526,7,8.0
58.165.109.1,-27.423,153.1511,4178.0,Brisbane,QLD,AU,13583,7,4.0
58.165.110.1,-27.1271,152.8053,4521.0,Ocean View,QLD,AU,19042,7,7.0
58.165.113.1,-27.9399,153.3144,4211.0,Pacific Pines,QLD,AU,9786,7,2.0
58.165.115.1,-27.95,153.1333,4275.0,Boyland,QLD,AU,16924,7,2.0
58.165.116.1,-27.5661,152.597,4346.0,Marburg,QLD,AU,19770,7,10.0
58.165.120.1,-28.0333,153.3,4211.0,Gilston,QLD,AU,14644,7,2.0
58.165.127.1,-27.6333,152.6333,4306.0,Thagoona,QLD,AU,5719,7,10.0
58.165.132.1,-27.6109,153.36,4184.0,Macleay Island,QLD,AU,1060,7,5.0
58.165.138.1,-27.5833,152.8667,4070.0,Moggill,QLD,AU,18897,7,8.0
58.165.146.1,-27.7667,153.1,4207.0,Logan Village,QLD,AU,1888,7,2.0
58.165.156.1,-27.4315,153.058,4007.0,Brisbane,QLD,AU,4135,7,4.0
58.165.162.1,-27.5648,152.8245,4306.0,Karalee,QLD,AU,6015,7,8.0
58.165.163.1,-27.4571,153.0318,4006.0,Fortitude Valley,QLD,AU,16070,7,0.0
58.165.164.1,-27.4595,153.0638,4171.0,Brisbane,QLD,AU,5746,7,0.0
58.165.175.1,-27.5558,153.14700000000002,4156.0,Burbank,QLD,AU,12562,7,5.0
58.165.177.1,-27.5667,152.9667,4076.0,Darra,QLD,AU,14498,7,8.0
58.165.187.1,-27.3667,153.0167,4034.0,Aspley,QLD,AU,17505,7,4.0
58.165.188.1,-27.8905,153.3146,4210.0,Oxenford,QLD,AU,9822,7,2.0
58.165.189.1,-27.6715,153.1702,4128.0,Tanah Merah,QLD,AU,17165,7,5.0
58.165.198.1,-27.7,153.25,4207.0,Stapylton,QLD,AU,12173,7,5.0
58.165.200.1,-27.5671,153.0145,4108.0,Archerfield,QLD,AU,4442,7,1.0
58.165.202.1,-27.6667,153.1333,4131.0,Meadowbrook,QLD,AU,9015,7,5.0
58.165.208.1,-27.7167,152.9833,4124.0,Greenbank,QLD,AU,9900,7,8.0
58.165.209.1,-27.6833,153.2167,4207.0,Eagleby,QLD,AU,4362,7,5.0
58.165.212.1,-27.3694,152.9433,4055.0,Ferny Hills,QLD,AU,5291,7,4.0
58.165.213.1,-27.9183,153.3327,4212.0,Helensvale,QLD,AU,4408,7,2.0
58.165.216.1,-27.0403,153.1439,4507.0,Banksia Beach,QLD,AU,18506,7,7.0
58.165.218.1,-27.7163,153.1704,4207.0,Holmview,QLD,AU,7168,7,5.0
58.165.224.1,-27.3723,152.80200000000002,4520.0,Highvale,QLD,AU,15716,7,7.0
58.165.226.1,-27.5545,153.1011,4122.0,Wishart,QLD,AU,6479,7,5.0
58.165.229.1,-27.4025,153.0617,4012.0,Nundah,QLD,AU,4908,7,4.0
58.165.253.1,-27.6672,152.7487,4306.0,Deebing Heights,QLD,AU,13741,7,8.0
58.166.0.1,-37.6759,144.5969,3337.0,Melton,VIC,AU,19666,3,12.0
58.166.67.1,-32.9167,151.6667,2287.0,Wallsend,NSW,AU,14927,2,7.0
58.166.68.1,-33.8167,151.1,1680.0,Ryde,NSW,AU,16747,2,18.0
58.166.70.1,-33.799,150.94299999999998,2145.0,Girraween,NSW,AU,8718,2,4.0
58.166.71.1,-33.8833,151.1667,2038.0,Annandale,NSW,AU,10509,2,1.0
58.166.75.1,-32.8643,151.8131,2295.0,Fern Bay,NSW,AU,13655,2,7.0
58.166.77.1,-33.7333,150.8833,2763.0,Quakers Hill,NSW,AU,11198,2,21.0
58.166.78.1,-32.7331,151.5574,2320.0,Maitland,NSW,AU,1574,2,5.0
58.166.79.1,-34.0109,151.2051,2231.0,Kurnell,NSW,AU,16440,2,12.0
